Signal Name,P_fp,R_freq,I_suppress,Occurrences,Confidence,Score,Severity,Technique,Recommendation
New Source IP Access to Hikvision Endpoint,0.0,0.019212962962962963,42.23918575063613,1660,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019212962962962963,42.23918575063613,1660,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01920138888888889,42.213740458015266,1659,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01920138888888889,42.213740458015266,1659,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01920138888888889,42.213740458015266,1659,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019189814814814816,42.1882951653944,1658,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019178240740740742,42.16284987277354,1657,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019166666666666665,42.13740458015267,1656,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019166666666666665,42.13740458015267,1656,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019166666666666665,42.13740458015267,1656,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01915509259259259,42.11195928753181,1655,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019143518518518518,42.08651399491094,1654,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019143518518518518,42.08651399491094,1654,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01912037037037037,42.035623409669206,1652,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01912037037037037,42.035623409669206,1652,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01912037037037037,42.035623409669206,1652,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019108796296296297,42.01017811704835,1651,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019074074074074073,41.93384223918575,1648,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0190625,41.908396946564885,1647,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0190625,41.908396946564885,1647,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019050925925925926,41.88295165394402,1646,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019039351851851852,41.85750636132315,1645,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019016203703703705,41.80661577608142,1643,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019016203703703705,41.80661577608142,1643,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.019004629629629628,41.78117048346056,1642,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018993055555555555,41.75572519083969,1641,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01898148148148148,41.73027989821883,1640,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01898148148148148,41.73027989821883,1640,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01898148148148148,41.73027989821883,1640,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01898148148148148,41.73027989821883,1640,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018969907407407408,41.70483460559796,1639,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018958333333333334,41.6793893129771,1638,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01894675925925926,41.653944020356235,1637,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01894675925925926,41.653944020356235,1637,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01894675925925926,41.653944020356235,1637,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018935185185185187,41.62849872773537,1636,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018935185185185187,41.62849872773537,1636,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01892361111111111,41.603053435114504,1635,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018912037037037036,41.57760814249364,1634,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018912037037037036,41.57760814249364,1634,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018912037037037036,41.57760814249364,1634,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018900462962962963,41.55216284987277,1633,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018900462962962963,41.55216284987277,1633,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018900462962962963,41.55216284987277,1633,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018900462962962963,41.55216284987277,1633,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018900462962962963,41.55216284987277,1633,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018900462962962963,41.55216284987277,1633,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01888888888888889,41.52671755725191,1632,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01888888888888889,41.52671755725191,1632,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01888888888888889,41.52671755725191,1632,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.01888888888888889,41.52671755725191,1632,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018877314814814816,41.50127226463105,1631,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018877314814814816,41.50127226463105,1631,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018877314814814816,41.50127226463105,1631,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018865740740740742,41.475826972010175,1630,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.018865740740740742,41.475826972010175,1630,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
